id,device_id,event_timestamp,source_timestamp,sensor_name,vaccine_type,scenario,temperature_c,status,received_at
1,vaccine_temperature_simulator,2026-07-21 13:20:42-07,2020-12-16 11:25:54,Pod5,pfizer_ultralow,recovery,-55,TOO_WARM,2026-07-21 13:20:42.481262-07
2,vaccine_temperature_simulator,2026-07-21 13:20:42-07,2020-12-16 11:26:12,Pod5,pfizer_ultralow,recovery,-55.81,TOO_WARM,2026-07-21 13:20:42.582002-07
3,vaccine_temperature_simulator,2026-07-21 13:20:42-07,2020-12-16 11:26:23,Pod5,pfizer_ultralow,recovery,-56.62,TOO_WARM,2026-07-21 13:20:42.68798-07
4,vaccine_temperature_simulator,2026-07-21 13:20:42-07,2020-12-16 11:26:33,Pod5,pfizer_ultralow,recovery,-57.43,TOO_WARM,2026-07-21 13:20:42.794587-07
5,vaccine_temperature_simulator,2026-07-21 13:20:42-07,2020-12-16 11:26:43,Pod5,pfizer_ultralow,recovery,-58.24,TOO_WARM,2026-07-21 13:20:42.900299-07
6,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:26:52,Pod5,pfizer_ultralow,recovery,-59.05,TOO_WARM,2026-07-21 13:20:43.007343-07
7,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:27:03,Pod5,pfizer_ultralow,recovery,-59.86,TOO_WARM,2026-07-21 13:20:43.109255-07
8,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:27:13,Pod5,pfizer_ultralow,recovery,-60.67,ACCEPTABLE,2026-07-21 13:20:43.216096-07
9,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:27:23,Pod5,pfizer_ultralow,recovery,-61.48,ACCEPTABLE,2026-07-21 13:20:43.317737-07
10,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:27:33,Pod5,pfizer_ultralow,recovery,-62.29,ACCEPTABLE,2026-07-21 13:20:43.420432-07
11,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:27:43,Pod5,pfizer_ultralow,recovery,-63.1,ACCEPTABLE,2026-07-21 13:20:43.523196-07
12,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:27:53,Pod5,pfizer_ultralow,recovery,-63.91,ACCEPTABLE,2026-07-21 13:20:43.626224-07
13,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:28:02,Pod5,pfizer_ultralow,recovery,-64.72,ACCEPTABLE,2026-07-21 13:20:43.730484-07
14,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:28:13,Pod5,pfizer_ultralow,recovery,-65.53,ACCEPTABLE,2026-07-21 13:20:43.834595-07
15,vaccine_temperature_simulator,2026-07-21 13:20:43-07,2020-12-16 11:28:22,Pod5,pfizer_ultralow,recovery,-66.34,ACCEPTABLE,2026-07-21 13:20:43.937282-07
16,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:28:33,Pod5,pfizer_ultralow,recovery,-67.16,ACCEPTABLE,2026-07-21 13:20:44.040098-07
17,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:28:42,Pod5,pfizer_ultralow,recovery,-67.97,ACCEPTABLE,2026-07-21 13:20:44.146965-07
18,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:28:53,Pod5,pfizer_ultralow,recovery,-68.78,ACCEPTABLE,2026-07-21 13:20:44.251497-07
19,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:29:02,Pod5,pfizer_ultralow,recovery,-69.59,ACCEPTABLE,2026-07-21 13:20:44.357777-07
20,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:29:13,Pod5,pfizer_ultralow,recovery,-70.4,ACCEPTABLE,2026-07-21 13:20:44.464406-07
21,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:29:22,Pod5,pfizer_ultralow,recovery,-71.21,ACCEPTABLE,2026-07-21 13:20:44.567073-07
22,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:29:33,Pod5,pfizer_ultralow,recovery,-72.02,ACCEPTABLE,2026-07-21 13:20:44.668717-07
23,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:29:42,Pod5,pfizer_ultralow,recovery,-72.83,ACCEPTABLE,2026-07-21 13:20:44.771427-07
24,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:29:53,Pod5,pfizer_ultralow,recovery,-73.64,ACCEPTABLE,2026-07-21 13:20:44.877418-07
25,vaccine_temperature_simulator,2026-07-21 13:20:44-07,2020-12-16 11:30:02,Pod5,pfizer_ultralow,recovery,-74.45,ACCEPTABLE,2026-07-21 13:20:44.983829-07
26,vaccine_temperature_simulator,2026-07-21 13:20:45-07,2020-12-16 11:30:13,Pod5,pfizer_ultralow,recovery,-75.26,ACCEPTABLE,2026-07-21 13:20:45.086725-07
27,vaccine_temperature_simulator,2026-07-21 13:20:45-07,2020-12-16 11:30:23,Pod5,pfizer_ultralow,recovery,-76.07,ACCEPTABLE,2026-07-21 13:20:45.191275-07
28,vaccine_temperature_simulator,2026-07-21 13:20:45-07,2020-12-16 11:30:33,Pod5,pfizer_ultralow,recovery,-76.88,ACCEPTABLE,2026-07-21 13:20:45.297658-07
29,vaccine_temperature_simulator,2026-07-21 13:20:45-07,2020-12-16 11:30:43,Pod5,pfizer_ultralow,recovery,-77.69,STABLE,2026-07-21 13:20:45.401787-07
30,vaccine_temperature_simulator,2026-07-21 13:20:45-07,2020-12-16 11:30:52,Pod5,pfizer_ultralow,recovery,-78.5,STABLE,2026-07-21 13:20:45.50583-07
31,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:25:54,Pod1,pfizer_ultralow,normal,-81.56,TOO_COLD,2026-07-21 13:48:54.785087-07
32,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:26:12,Pod1,pfizer_ultralow,normal,-81.55,TOO_COLD,2026-07-21 13:48:54.799133-07
33,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:26:23,Pod1,pfizer_ultralow,normal,-81.55,TOO_COLD,2026-07-21 13:48:54.80375-07
34,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:26:33,Pod1,pfizer_ultralow,normal,-81.58,TOO_COLD,2026-07-21 13:48:54.80868-07
35,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:26:43,Pod1,pfizer_ultralow,normal,-81.57,TOO_COLD,2026-07-21 13:48:54.812947-07
36,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:26:52,Pod1,pfizer_ultralow,normal,-81.57,TOO_COLD,2026-07-21 13:48:54.822027-07
37,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:27:03,Pod1,pfizer_ultralow,normal,-81.57,TOO_COLD,2026-07-21 13:48:54.833698-07
38,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:27:13,Pod1,pfizer_ultralow,normal,-81.55,TOO_COLD,2026-07-21 13:48:54.844557-07
39,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:27:23,Pod1,pfizer_ultralow,normal,-81.55,TOO_COLD,2026-07-21 13:48:54.855648-07
40,vaccine_temperature_simulator,2026-07-21 13:48:54-07,2020-12-16 11:27:33,Pod1,pfizer_ultralow,normal,-81.55,TOO_COLD,2026-07-21 13:48:54.866484-07
41,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:25:54,Pod1,pfizer_ultralow,outlier,-81.56,TOO_COLD,2026-07-21 13:48:57.504019-07
42,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:26:12,Pod1,pfizer_ultralow,outlier,-81.55,TOO_COLD,2026-07-21 13:48:57.516621-07
43,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:26:23,Pod1,pfizer_ultralow,outlier,-81.55,TOO_COLD,2026-07-21 13:48:57.527887-07
44,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:26:33,Pod1,pfizer_ultralow,outlier,-81.58,TOO_COLD,2026-07-21 13:48:57.540958-07
45,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:26:43,Pod1,pfizer_ultralow,outlier,-81.57,TOO_COLD,2026-07-21 13:48:57.555202-07
46,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:26:52,Pod1,pfizer_ultralow,outlier,-81.57,TOO_COLD,2026-07-21 13:48:57.567567-07
47,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:27:03,Pod1,pfizer_ultralow,outlier,-81.57,TOO_COLD,2026-07-21 13:48:57.578304-07
48,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:27:13,Pod1,pfizer_ultralow,outlier,-81.55,TOO_COLD,2026-07-21 13:48:57.591078-07
49,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:27:23,Pod1,pfizer_ultralow,outlier,-81.55,TOO_COLD,2026-07-21 13:48:57.616387-07
50,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:27:33,Pod1,pfizer_ultralow,outlier,-81.55,TOO_COLD,2026-07-21 13:48:57.626128-07
51,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:27:43,Pod1,pfizer_ultralow,outlier,-81.54,TOO_COLD,2026-07-21 13:48:57.631264-07
52,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:27:53,Pod1,pfizer_ultralow,outlier,-81.58,TOO_COLD,2026-07-21 13:48:57.643836-07
53,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:28:02,Pod1,pfizer_ultralow,outlier,-81.57,TOO_COLD,2026-07-21 13:48:57.652237-07
54,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:28:13,Pod1,pfizer_ultralow,outlier,-81.59,TOO_COLD,2026-07-21 13:48:57.666071-07
55,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:28:22,Pod1,pfizer_ultralow,outlier,-81.6,TOO_COLD,2026-07-21 13:48:57.685589-07
56,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:28:33,Pod1,pfizer_ultralow,outlier,-81.59,TOO_COLD,2026-07-21 13:48:57.6921-07
57,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:28:42,Pod1,pfizer_ultralow,outlier,-81.59,TOO_COLD,2026-07-21 13:48:57.703758-07
58,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:28:53,Pod1,pfizer_ultralow,outlier,-81.56,TOO_COLD,2026-07-21 13:48:57.715811-07
59,vaccine_temperature_simulator,2026-07-21 13:48:57-07,2020-12-16 11:29:02,Pod1,pfizer_ultralow,outlier,-81.58,TOO_COLD,2026-07-21 13:48:57.729979-07
